"INTERNATIONAL STUDENTS BY PLACE OF ORIGIN AND ACADEMIC LEVEL, 2000/01 - 2023/24","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94","...95","...96","...97","...98","...99","...100","...101","...102","...103","...104","...105","...106","...107","...108","...109","...110","...111","...112","...113","...114","...115"
NA,NA,"2000/01",NA,NA,NA,"2001/02",NA,NA,NA,"2002/03",NA,NA,NA,"2003/04",NA,NA,NA,"2004/05",NA,NA,NA,"2005/06",NA,NA,NA,"2006/07",NA,NA,NA,NA,"2007/08",NA,NA,NA,NA,"2008/09",NA,NA,NA,NA,"2009/10",NA,NA,NA,NA,"2010/11",NA,NA,NA,NA,"2011/12",NA,NA,NA,NA,"2012/13",NA,NA,NA,NA,"2013/14",NA,NA,NA,NA,"2014/15",NA,NA,NA,NA,"2015/16",NA,NA,NA,NA,"2016/17",NA,NA,NA,NA,"2017/18",NA,NA,NA,NA,"2018/19",NA,NA,NA,NA,"2019/20",NA,NA,NA,NA,"2020/21",NA,NA,NA,NA,"2021/22",NA,NA,NA,NA,"2022/23",NA,NA,NA,NA,"2023/24",NA,NA,NA
"Place of Origin",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kazakhstan",NA,"260","236","44",NA,"291","278","48",NA,"277","235","45",NA,"267","237","34",NA,"237","200","40",NA,"342","218","66",NA,"769","360","49","34",NA,"899","413","95","49",NA,"1136","388","141","49",NA,"1147","381","339","69",NA,"1095","399","330","66",NA,"1241","359","259","79",NA,"1355","343","187","84",NA,"1344","310","271","87",NA,"1246","359","302","110",NA,"1125","464","225","121",NA,"926","486","179","201",NA,"895","566","180","224",NA,"839","640","132","268",NA,"911","738","160","282",NA,"794","645","48","343",NA,"949","726","149","297",NA,"1069","856","157","358",NA,"1188","916","154","454"
"Kyrgyzstan",NA,"75","65","20",NA,"109","98","23",NA,"110","97","10",NA,"94","77","8",NA,"91","83","11",NA,"87","83","19",NA,"86","91","20","12",NA,"127","103","22","12",NA,"122","101","31","21",NA,"115","111","25","23",NA,"113","126","25","15",NA,"91","110","29","24",NA,"105","101","25","30",NA,"99","81","26","38",NA,"108","67","29","23",NA,"103","72","21","31",NA,"93","70","24","29",NA,"114","59","27","27",NA,"144","80","51","15",NA,"194","82","49","32",NA,"212","58","22","36",NA,"322","76","34","46",NA,"458","118","78","51",NA,"709","145","64","59"
"Maldives",NA,"9","4","0",NA,"9","5","3",NA,"15","8","0",NA,"10","5","0",NA,"15","7","2",NA,"20","4","2",NA,"17","9","0","0",NA,"24","13","0","1",NA,"25","7","0","4",NA,"26","11","0","2",NA,"17","11","6","0",NA,"15","9","2","3",NA,"18","13","1","1",NA,"22","10","4","3",NA,"20","7","2","5",NA,"23","8","1","5",NA,"25","7","1","7",NA,"20","10","0","2",NA,"15","9","1","0",NA,"14","10","2","3",NA,"7","13","0","3",NA,"14","7","1","1",NA,"17","8","1","1",NA,"16","10","0","7"
"Nepal",NA,"1892","609","117",NA,"2141","776","103",NA,"2665","956","108",NA,"3017","1208","159",NA,"3217","1427","217",NA,"4037","1734","290",NA,"5187","2033","107","427",NA,"5720","2569","112","535",NA,"7894","2792","113","782",NA,"7209","2897","95","1032",NA,"6068","2921","95","1217",NA,"5132","2822","77","1590",NA,"4160","3068","76","1616",NA,"3370","3039","70","1676",NA,"3332","3309","76","1441",NA,"4394","3825","166","1277",NA,"6256","3991","188","1172",NA,"7378","4537","94","1261",NA,"7471","4037","127","1594",NA,"6513","3871","114","2232",NA,"5327","3655","82","2108",NA,"4518","4576","108","2597",NA,"6288","5542","89","3171",NA,"7461","5882","122","3277"
"Pakistan",NA,"4478","2175","294",NA,"5368","2961","314",NA,"4997","2810","316",NA,"4636","2408","281",NA,"3758","2096","442",NA,"3141","2138","480",NA,"2826","1997","91","487",NA,"2592","2166","111","476",NA,"2572","2216","88","422",NA,"2377","2157","146","542",NA,"2262","2077","179","527",NA,"1966","1900","166","568",NA,"2001","1916","211","644",NA,"2079","1969","260","627",NA,"2270","2134","313","637",NA,"2753","2373","337","678",NA,"3124","2698","345","848",NA,"3429","2755","275","1078",NA,"3505","2761","306","1385",NA,"3296","2930","272","1441",NA,"3044","2858","101","1472",NA,"3241","3635","293","1603",NA,"3601","4531","207","1825",NA,"3667","4929","169","2223"
"Sri Lanka",NA,"1082","792","90",NA,"1155","850","63",NA,"1132","907","55",NA,"1015","883","66",NA,"948","963","81",NA,"1046","989","122",NA,"1074","1090","25","184",NA,"1172","1177","55","187",NA,"1416","1294","49","217",NA,"1317","1339","47","254",NA,"1199","1405","51","310",NA,"1093","1412","40","357",NA,"1072","1486","76","412",NA,"1016","1438","14","449",NA,"917","1496","28","441",NA,"1025","1554","24","477",NA,"1088","1626","32","517",NA,"1015","1745","36","513",NA,"900","1831","37","566",NA,"731","1862","30","583",NA,"562","1655","15","538",NA,"472","1808","88","560",NA,"498","1959","28","621",NA,"495","2202","13","714"
"Tajikistan",NA,"86","22","11",NA,"100","31","11",NA,"125","33","9",NA,"85","25","7",NA,"81","47","30",NA,"94","66","25",NA,"82","44","35","3",NA,"137","48","173","6",NA,"141","65","128","8",NA,"157","76","38","17",NA,"133","85","18","13",NA,"159","93","31","15",NA,"176","94","16","26",NA,"169","74","14","13",NA,"144","71","16","23",NA,"139","57","15","24",NA,"116","50","13","25",NA,"124","55","17","26",NA,"139","57","16","17",NA,"137","61","5","39",NA,"120","44","5","36",NA,"103","46","11","23",NA,"100","37","8","25",NA,"118","45","15","20"
"Turkmenistan",NA,"32","23","10",NA,"36","31","4",NA,"55","38","9",NA,"59","39","0",NA,"56","43","4",NA,"97","50","7",NA,"84","50","4","5",NA,"89","59","9","9",NA,"99","62","10","9",NA,"73","76","36","10",NA,"103","69","26","12",NA,"108","59","18","24",NA,"102","51","10","15",NA,"120","57","19","18",NA,"127","49","12","13",NA,"127","52","13","24",NA,"135","56","24","16",NA,"144","54","10","26",NA,"165","67","14","34",NA,"159","80","9","24",NA,"162","63","2","42",NA,"122","48","5","48",NA,"163","63","23","50",NA,"196","86","54","44"
"Uzbekistan",NA,"249","153","16",NA,"183","167","30",NA,"194","178","14",NA,"217","172","23",NA,"211","169","36",NA,"240","199","33",NA,"269","233","35","44",NA,"260","197","30","52",NA,"404","228","20","36",NA,"231","219","24","39",NA,"249","204","36","71",NA,"230","176","23","57",NA,"205","174","18","48",NA,"202","162","41","58",NA,"237","161","24","69",NA,"263","187","26","54",NA,"253","159","30","63",NA,"269","203","43","55",NA,"274","186","37","74",NA,"276","172","35","63",NA,"282","163","24","69",NA,"310","198","45","78",NA,"623","326","54","86",NA,"703","350","32","134"
"South and Central Asia, Unspecified",NA,"0","6","0",NA,"0","0","0",NA,"1","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","113",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southeast Asia",NA,"22913","15239","2763",NA,"23258","15957","2653",NA,"21833","14982","2048",NA,"20365","13648","1981",NA,"19292","12852","2446",NA,"19152","12834","3258",NA,"18980","12407","1505","3123",NA,"21611","13029","2359","3153",NA,"25525","13077","2646","3147",NA,"24450","13048","2786","3533",NA,"27466","12739","2414","3401",NA,"27481","12272","2409","3901",NA,"28651","11832","2287","4382",NA,"29876","11326","2338","4464",NA,"30958","11692","3217","4998",NA,"33619","11732","3740","5597",NA,"34364","11802","3518","6404",NA,"36307","11714","3217","6873",NA,"35327","11451","2761","8015",NA,"34040","11228","2262","8195",NA,"30164","10022","820","7548",NA,"28652","11397","1201","7541",NA,"29610","12658","1734","8738",NA,"29162","12882","1945","9620"
"Brunei",NA,"17","6","2",NA,"16","10","1",NA,"10","5","1",NA,"7","5","1",NA,"13","4","1",NA,"8","4","0",NA,"13","9","1","1",NA,"23","8","2","1",NA,"27","12","0","0",NA,"32","10","1","0",NA,"43","15","4","4",NA,"35","24","5","5",NA,"30","27","3","1",NA,"32","20","5","3",NA,"34","21","14","4",NA,"39","16","2","2",NA,"32","15","1","5",NA,"33","7","1","12",NA,"35","10","1","4",NA,"32","11","1","10",NA,"18","8","0","11",NA,"22","12","1","7",NA,"19","15","1","6",NA,"15","8","0","10"
"Burma/Myanmar",NA,"524","136","14",NA,"720","133","22",NA,"670","177","23",NA,"501","167","23",NA,"452","156","43",NA,"443","161","46",NA,"417","142","14","52",NA,"390","143","16","55",NA,"434","170","18","45",NA,"466","150","27","52",NA,"548","156","32","60",NA,"539","172","33","63",NA,"676","160","36","83",NA,"763","167","40","72",NA,"788","172","36","71",NA,"859","176","67","92",NA,"987","210","41","113",NA,"1116","245","72","136",NA,"1277","231","65","200",NA,"1335","226","53","214",NA,"1230","235","19","214",NA,"1304","307","74","224",NA,"1767","397","63","256",NA,"2459","452","98","213"
"Cambodia",NA,"138","31","17",NA,"172","50","25",NA,"227","78","24",NA,"240","62","28",NA,"233","69","31",NA,"251","81","32",NA,"204","89","21","15",NA,"229","97","22","21",NA,"240","85","9","19",NA,"213","86","29","19",NA,"211","82","30","17",NA,"188","96","28","21",NA,"255","87","19","32",NA,"284","81","48","19",NA,"327","95","41","29",NA,"343","106","23","27",NA,"348","96","41","27",NA,"417","148","47","47",NA,"447","130","47","61",NA,"509","135","28","70",NA,"655","118","17","58",NA,"654","143","17","61",NA,"764","177","31","88",NA,"635","212","39","111"
"Indonesia",NA,"7966","2915","744",NA,"8083","2827","704",NA,"7436","2519","477",NA,"6249","2190","441",NA,"5227","2021","512",NA,"4868","1973","734",NA,"4583","1709","138","908",NA,"4894","1841","167","790",NA,"4672","1853","185","799",NA,"4313","1595","204","831",NA,"4476","1539","204","723",NA,"4569","1569","278","715",NA,"5007","1617","258","788",NA,"5423","1525","231","741",NA,"5560","1576","263","789",NA,"5817","1620","300","990",NA,"5408","1755","432","1181",NA,"5183","1689","358","1420",NA,"4852","1589","367","1548",NA,"4896","1610","227","1567",NA,"4614","1413","150","1312",NA,"4507","1831","295","1370",NA,"4387","2237","241","1602",NA,"3791","2476","310","1771"
"Laos",NA,"73","17","6",NA,"93","32","8",NA,"80","22","6",NA,"48","10","7",NA,"45","11","7",NA,"41","20","4",NA,"19","21","4","1",NA,"34","24","10","1",NA,"47","20","8","5",NA,"32","20","12","0",NA,"22","17","9","1",NA,"19","10","13","1",NA,"29","13","8","0",NA,"25","14","18","0",NA,"29","12","19","3",NA,"34","12","16","1",NA,"51","12","24","4",NA,"59","17","23","5",NA,"59","17","18","2",NA,"86","22","12","11",NA,"80","22","2","9",NA,"70","16","5","10",NA,"69","26","6","6",NA,"72","18","15","9"
"Malaysia",NA,"5307","2027","461",NA,"5121","1927","347",NA,"4464","1833","298",NA,"4543","1731","209",NA,"4286","1534","322",NA,"3699","1357","459",NA,"3338","1288","74","581",NA,"3360","1368","113","587",NA,"3898","1393","93","558",NA,"4097","1405","112","576",NA,"4622","1413","105","595",NA,"4585","1329","122","707",NA,"4686","1227","110","768",NA,"4750","1163","121","788",NA,"5112","1127","138","854",NA,"5505","1203","131","995",NA,"5580","1269","221","1177",NA,"5817","1116","115","1223",NA,"5104","1061","153","1391",NA,"4333","1069","110","1398",NA,"2996","995","44","1245",NA,"2670","1029","48","1186",NA,"2667","1034","56","1216",NA,"2436","1012","64","1304"
"Philippines",NA,"1785","1156","197",NA,"1880","1251","165",NA,"2049","1360","167",NA,"1911","1368","188",NA,"2037","1277","217",NA,"2131","1337","290",NA,"2035","1350","81","264",NA,"2145","1416","327","282",NA,"2290","1438","165","333",NA,"1917","1314","219","365",NA,"1862","1251","154","337",NA,"1682","1042","114","356",NA,"1733","972","104","406",NA,"1688","933","104","387",NA,"1523","985","132","386",NA,"1515","908","94","369",NA,"1622","902","120","362",NA,"1788","924","147","366",NA,"1776","985","97","462",NA,"1753","1007","91","444",NA,"1510","856","61","480",NA,"1545","1236","74","423",NA,"1774","1436","86","522",NA,"2074","1254","88","684"
"Singapore",NA,"2507","1458","201",NA,"2440","1490","211",NA,"2407","1612","169",NA,"2170","1590","195",NA,"2104","1393","272",NA,"2154","1442","313",NA,"1899","1305","140","361",NA,"2007","1433","174","362",NA,"2012","1444","240","293",NA,"1971","1455","282","343",NA,"2136","1519","304","357",NA,"2131","1589","338","447",NA,"2250","1505","329","474",NA,"2285","1519","276","512",NA,"2308","1563","277","579",NA,"2298","1413","487","667",NA,"2242","1418","371","646",NA,"2074","1379","390","732",NA,"1981","1425","428","798",NA,"1832","1375","471","826",NA,"1532","1230","39","757",NA,"1650","1446","73","732",NA,"1626","1557","394","907",NA,"1620","1507","414","1033"
"Thailand",NA,"3175","7004","1008",NA,"2880","7672","1055",NA,"2551","6706","725",NA,"2464","5708","765",NA,"2459","5282","896",NA,"2499","5158","1108",NA,"2344","5149","660","733",NA,"2554","5045","610","795",NA,"2639","4709","656","732",NA,"2526","4553","621","831",NA,"2451","4321","677","787",NA,"2453","3789","613","771",NA,"2563","3434","566","751",NA,"2706","3330","613","692",NA,"2787","3195","530","705",NA,"2786","3037","508","782",NA,"2794","2615","616","868",NA,"2859","2478","459","840",NA,"2718","2282","451","1052",NA,"2654","2119","447","934",NA,"2227","1759","139","835",NA,"2267","1772","184","784",NA,"2223","2002","294","857",NA,"2192","1922","244","952"
"Timor-Leste",NA,"-","-","-",NA,"1","2","0",NA,"1","3","0",NA,"6","2","0",NA,"7","8","1",NA,"15","13","6",NA,"6","1","1","8",NA,"30","5","0","2",NA,"19","9","1","2",NA,"19","6","1","0",NA,"41","6","1","0",NA,"36","3","1","0",NA,"40","5","2","0",NA,"34","12","1","0",NA,"41","15","3","0",NA,"33","10","0","2",NA,"34","7","1","2",NA,"28","8","4","4",NA,"30","7","0","1",NA,"21","6","0","3",NA,"20","11","1","1",NA,"16","9","1","3",NA,"19","9","1","2",NA,"20","7","2","0"
"Vietnam",NA,"1421","488","113",NA,"1852","563","115",NA,"1924","649","149",NA,"2226","815","124",NA,"2429","1097","144",NA,"3043","1288","266",NA,"4122","1344","371","199",NA,"5945","1649","918","257",NA,"9247","1944","1271","361",NA,"8864","2454","1278","516",NA,"11054","2420","894","520",NA,"11244","2649","864","815",NA,"11382","2785","852","1079",NA,"11886","2562","881","1250",NA,"12449","2931","1764","1578",NA,"14390","3231","2112","1670",NA,"15266","3503","1650","2019",NA,"16933","3703","1601","2088",NA,"17048","3714","1134","2496",NA,"16589","3648","822","2718",NA,"15282","3375","348","2626",NA,"13947","3596","429","2741",NA,"14295","3768","561","3276",NA,"13848","4014","671","3533"
"Southeast Asia, Unspecified",NA,"0","1","0",NA,"0","0","0",NA,"14","18","9",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUROPE",NA,"46409","39360","8009",NA,"45702","42035","7952",NA,"43484","40936","7014",NA,"40068","40379","6647",NA,"38212","38472","8655",NA,"36102","37231","11364",NA,"33367","35648","7689","6027",NA,"34273","35201","8270","6237",NA,"35708","34372","10929","6309",NA,"32231","32943","12706","7204",NA,"31318","32288","13478","7212",NA,"32359","30831","14214","8019",NA,"33612","29290","14686","8235",NA,"34334","28240","15839","8472",NA,"36385","28646","16502","9092",NA,"37578","28230","16212","9895",NA,"38941","27524","15699","10656",NA,"38607","26929","15484","11635",NA,"38044","26221","14541","12190",NA,"37730","25626","14267","12161",NA,"31923","23034","2223","10799",NA,"34825","26250","11394","10771",NA,"36166","26921","14054","12765",NA,"37440","26719","12770","13671"
"Albania",NA,"832","230","55",NA,"805","277","47",NA,"803","278","25",NA,"632","233","51",NA,"525","288","53",NA,"498","331","75",NA,"444","295","22","80",NA,"335","271","20","63",NA,"418","256","24","59",NA,"437","241","35","77",NA,"393","204","26","74",NA,"361","181","31","86",NA,"380","171","26","72",NA,"362","168","43","63",NA,"381","174","27","88",NA,"410","169","33","93",NA,"479","198","25","79",NA,"551","190","33","110",NA,"638","188","37","130",NA,"724","196","45","130",NA,"681","219","18","135",NA,"616","258","25","127",NA,"640","269","33","145",NA,"693","267","47","180"
"Andorra",NA,"4","1","0",NA,"6","2","0",NA,"6","5","0",NA,"6","3","0",NA,"7","3","1",NA,"5","1","0",NA,"1","1","0","1",NA,"2","5","2","0",NA,"5","6","1","0",NA,"1","4","5","1",NA,"4","8","2","0",NA,"11","10","2","1",NA,"2","3","4","4",NA,"2","2","1","4",NA,"5","1","3","0",NA,"5","5","1","0",NA,"3","5","4","4",NA,"10","1","2","1",NA,"10","4","2","1",NA,"6","4","1","0",NA,"9","5","0","2",NA,"13","3","1","1",NA,"9","7","0","4",NA,"12","4","4","2"
"Armenia",NA,"101","243","22",NA,"152","262","25",NA,"147","231","13",NA,"112","269","31",NA,"168","219","23",NA,"154","220","34",NA,"136","249","27","15",NA,"127","209","38","29",NA,"128","206","46","21",NA,"115","180","48","31",NA,"97","167","68","18",NA,"108","184","35","36",NA,"112","151","38","44",NA,"96","129","10","37",NA,"94","117","48","45",NA,"102","113","8","47",NA,"107","116","21","36",NA,"115","140","16","42",NA,"124","133","13","58",NA,"131","131","8","69",NA,"131","118","6","63",NA,"141","151","17","57",NA,"189","170","13","85",NA,"213","165","17","102"
"Austria",NA,"540","411","110",NA,"546","395","138",NA,"549","392","118",NA,"456","349","94",NA,"418","344","123",NA,"391","328","124",NA,"317","309","162","55",NA,"369","307","140","70",NA,"358","283","219","49",NA,"323","299","312","60",NA,"345","297","303","74",NA,"300","315","326","48",NA,"351","314","306","65",NA,"344","298","358","62",NA,"366","330","345","73",NA,"371","302","368","100",NA,"394","311","294","112",NA,"398","306","333","111",NA,"398","310","288","102",NA,"384","286","317","118",NA,"304","245","28","78",NA,"362","312","210","93",NA,"401","254","280","119",NA,"406","260","236","115"
"Azerbaijan",NA,"93","134","27",NA,"92","160","25",NA,"93","168","15",NA,"83","142","13",NA,"100","126","26",NA,"169","147","21",NA,"120","127","20","19",NA,"147","127","22","22",NA,"172","129","32","31",NA,"175","166","29","39",NA,"196","176","35","33",NA,"212","161","35","52",NA,"186","135","28","39",NA,"185","138","24","36",NA,"170","155","29","54",NA,"172","158","26","35",NA,"148","149","38","51",NA,"175","157","46","48",NA,"210","182","34","63",NA,"242","209","43","77",NA,"258","200","16","82",NA,"294","305","39","90",NA,"354","403","29","115",NA,"405","543","34","148"
"Belarus",NA,"167","127","18",NA,"224","163","24",NA,"221","167","29",NA,"219","189","14",NA,"210","184","37",NA,"235","189","34",NA,"241","199","9","47",NA,"246","169","12","30",NA,"224","172","22","25",NA,"197","143","24","44",NA,"160","122","26","39",NA,"158","133","29","38",NA,"175","122","23","35",NA,"129","120","11","46",NA,"138","127","27","38",NA,"140","141","19","23",NA,"121","129","26","43",NA,"162","133","16","40",NA,"161","144","24","49",NA,"183","136","22","47",NA,"194","109","6","47",NA,"185","112","12","48",NA,"196","122","11","53",NA,"199","111","17","62"
"Belgium",NA,"424","366","91",NA,"420","391","72",NA,"353","401","93",NA,"351","401","71",NA,"282","391","70",NA,"290","364","100",NA,"273","334","53","43",NA,"334","359","70","49",NA,"341","385","77","55",NA,"356","311","108","70",NA,"385","309","134","76",NA,"371","286","150","73",NA,"400","294","137","63",NA,"404","300","166","78",NA,"412","313","170","106",NA,"466","313","205","110",NA,"466","295","203","123",NA,"470","274","204","132",NA,"491","290","158","134",NA,"485","259","178","133",NA,"400","209","25","122",NA,"387","314","162","125",NA,"398","327","176","143",NA,"413","323","136","165"
"Bosnia and Herzegovina",NA,"335","122","21",NA,"363","128","21",NA,"381","124","23",NA,"296","121","16",NA,"244","102","13",NA,"238","99","32",NA,"246","123","14","30",NA,"238","142","8","21",NA,"266","115","9","19",NA,"253","106","24","21",NA,"234","76","12","34",NA,"228","69","16","28",NA,"238","88","14","24",NA,"212","67","11","29",NA,"185","59","9","43",NA,"193","61","5","50",NA,"205","56","7","35",NA,"192","58","7","33",NA,"181","66","8","45",NA,"182","58","7","40",NA,"161","61","2","37",NA,"158","65","2","32",NA,"125","65","4","42",NA,"132","64","8","43"
"Bulgaria",NA,"2024","1122","125",NA,"2129","1289","165",NA,"2284","1278","163",NA,"2274","1299","161",NA,"2109","1337","198",NA,"2073","1282","278",NA,"1899","1205","61","313",NA,"1645","1148","70","342",NA,"1511","1017","61","300",NA,"1154","900","56","385",NA,"800","782","75","300",NA,"623","710","54","307",NA,"550","614","70","239",NA,"474","527","42","209",NA,"430","451","55","235",NA,"415","361","54","186",NA,"388","334","37","170",NA,"351","256","30","189",NA,"334","227","34","162",NA,"326","205","36","123",NA,"280","182","5","118",NA,"270","142","9","111",NA,"267","136","19","124",NA,"300","140","30","106"
"Croatia",NA,"420","320","41",NA,"432","330","40",NA,"404","302","29",NA,"342","293","25",NA,"336","290","49",NA,"328","261","50",NA,"298","268","15","48",NA,"287","241","13","61",NA,"314","237","20","46",NA,"294","245","24","60",NA,"267","233","26","57",NA,"261","219","20","52",NA,"284","196","42","59",NA,"265","181","31","52",NA,"277","160","18","68",NA,"296","151","15","65",NA,"307","136","21","73",NA,"295","136","19","78",NA,"284","132","21","79",NA,"288","105","9","70",NA,"225","118","2","48",NA,"203","142","6","41",NA,"211","123","10","64",NA,"205","122","6","57"
"Cyprus",NA,"1497","646","73",NA,"1287","661","79",NA,"1151","613","70",NA,"876","622","64",NA,"695","544","87",NA,"531","505","75",NA,"352","437","9","79",NA,"292","415","18","57",NA,"258","368","27","43",NA,"211","296","21","58",NA,"187","231","13","39",NA,"162","232","12","32",NA,"164","204","14","43",NA,"171","164","23","61",NA,"187","155","20","55",NA,"167","143","34","57",NA,"201","118","14","55",NA,"208","128","14","60",NA,"225","126","17","63",NA,"227","114","19","72",NA,"187","120","4","63",NA,"181","136","17","79",NA,"198","135","17","63",NA,"212","100","21","76"
"Czechia/Czech Republic",NA,"725","309","78",NA,"700","386","66",NA,"709","414","57",NA,"628","368","56",NA,"469","334","99",NA,"486","334","107",NA,"439","345","82","48",NA,"432","345","84","61",NA,"425","346","97","57",NA,"362","298","105","63",NA,"350","252","92","71",NA,"334","212","94","61",NA,"350","237","120","69",NA,"340","190","121","85",NA,"368","212","129","87",NA,"361","202","117","69",NA,"401","203","89","79",NA,"392","183","109","79",NA,"407","201","104","108",NA,"408","165","96","94",NA,"357","155","18","79",NA,"404","158","90","80",NA,"481","154","81","71",NA,"466","169","82","86"
